LLIW,SubjVertMo,LoLevMoistAd,N0_7muVerMo,WndHodograph,MorningBound,LIfr12ZDENSd,IRCloudCover,Date,QGVertMotion,SatContMoist,AMInstabMt,MorningCIN,RaoContMoist,AMDewptCalPl,VISCloudCov,LatestCIN,CurPropConv,CombVerMo,InsChange,Boundaries,OutflowFrMt,CldShadeConv,AMInsWliScen,CombClouds,Scenario,CombMoisture,InsInMt,AMCINInScen,PlainsFcst,AreaMeso_ALS,InsSclInScen,CompPlFcst,CldShadeOth,MeanRH,WindFieldMt,SynForcng,ScenRel3_4,WindAloft,ScenRelAMIns,Dewpoints,LowLLapse,MvmtFeatures,SfcWndShfDis,RHRatio,MidLLapse,ScnRelPlFcst,WindFieldPln,ScenRelAMCIN,TempDis,AreaMoDryAir,MountainFcst,CapInScen,N34StarFcst,CapChange,R5Fcst
Moderate,WeakUp,WeakPos,Neutral,StrongWest,None,N5GtLIGt_8,Clear,Jul16_Aug10,StrongUp,Neutral,None,PartInhibit,Dry,Neutral,Clear,None,Moderate,WeakUp,Increasing,Strong,Weak,None,MoreUnstable,Clear,B,Wet,None,Average,NIL,WeakUp,MoreUnstable,DecCapIncIns,PC,VeryMoist,LVorOther,LittleChange,B,AllElse,ABI,LowMtsHighPl,Stable,NoMajor,None,DryMMoistL,ModerateOrLe,B,DenvCyclone,AB,Other,VeryWet,NIL,Average,NIL,Decreasing,NIL
Weak,StronUp,WeakPos,WeakUp,DCVZFavor,Weak,N5GtLIGt_8,Clear,Jun15_Jul1,WeakUp,Neutral,Strong,PartInhibit,Dry,Stability,PC,None,Slight,StrongUp,Decreasing,Weak,Weak,,Average,Clear,C,Neutral,Strong,MoreThanAve,SVR,StrongUp,Average,DecCapIncIns,PC,Average,Westerly,PosToNeg,ACEFK,NWQuad,CDEJ,LowEvrywhere,ModerateOrLe,MarkedUpper,E_W_N,MoistMDryL,Steep,C,WidespdDnsl,CThruK,None,VeryWet,,MoreThanAve,SVR,Decreasing,SVR
Weak,WeakUp,WeakPos,Down,StrongWest,None,N1GtLIGt_4,PC,Aug20_Sep15,Neutral,Neutral,None,Stifling,Dry,Stability,Clear,Stifling,None,Neutral,Increasing,None,Strong,None,MoreUnstable,Clear,E,Dry,None,Average,NIL,Neutral,MoreUnstable,IncCapDecIns,PC,Dry,Westerly,SigNegative,ACEFK,AllElse,CDEJ,LowNHighS,CloseToDryAd,OtherRapid,None,MoistMDryL,ModerateOrLe,E,LV,CThruK,Moving,Neutral,NIL,Average,NIL,Increasing,NIL
Weak,Neutral,StrongPos,Down,Westerly,Weak,N1GtLIGt_4,PC,Aug20_Sep15,WeakUp,Wet,None,Stifling,VeryWet,Neutral,Clear,PartInhibit,None,Down,Increasing,Weak,None,None,MoreUnstable,Clear,C,Neutral,None,Average,NIL,Down,,IncCapDecIns,Clear,Average,Westerly,SigPositive,ACEFK,AllElse,CDEJ,LowEvrywhere,Steep,OtherRapid,E_W_S,DryMMoistL,Steep,C,LongAnticyc,CThruK,Other,Neutral,NIL,Average,NIL,Increasing,NIL
Strong,Neutral,WeakPos,Down,Westerly,None,N1GtLIGt_4,Clear,Aug20_Sep15,Neutral,Neutral,None,Stifling,Neutral,Stability,PC,Stifling,Strong,Neutral,Increasing,None,None,None,MoreUnstable,PC,E,Neutral,None,Average,SIG,Neutral,MoreUnstable,IncCapDecIns,PC,Average,Westerly,LittleChange,ACEFK,SWQuad,CDEJ,LowMtsHighPl,CloseToDryAd,NoMajor,E_W_N,MoistMDryL,Steep,E,WidespdDnsl,CThruK,None,Dry,NIL,Average,SIG,Increasing,SIG
Moderate,Down,Neutral,Down,DCVZFavor,None,LIGt0,PC,Jul2_Jul15,Neutral,Neutral,Strong,None,Dry,Instability,PC,PartInhibit,None,Down,Decreasing,Weak,Weak,None,Average,PC,J,Neutral,Strong,LessThanAve,SVR,Down,LessUnstable,IncCapDecIns,Clear,Dry,LVorOther,LittleChange,GJ,LV,CDEJ,LowAtStation,ModerateOrLe,,DryLine,DryMMoistL,Steep,J,LV,CThruK,Other,Neutral,NIL,LessThanAve,SVR,Increasing,SVR
Weak,StronUp,WeakPos,WeakUp,Westerly,Weak,N1GtLIGt_4,Cloudy,May15_Jun14,StrongUp,Wet,None,PartInhibit,Neutral,Instability,Cloudy,None,Slight,StrongUp,Increasing,None,None,Marked,Average,Cloudy,H,Neutral,None,Average,NIL,StrongUp,MoreUnstable,IncCapDecIns,PC,VeryMoist,Westerly,SigPositive,HI,AllElse,H,LowMtsHighPl,ModerateOrLe,MarkedUpper,Other,Other,CloseToDryAd,H,E_NE,CThruK,Other,Wet,NIL,Average,NIL,Increasing,NIL
Moderate,WeakUp,StrongPos,StrongUp,Other,None,N1GtLIGt_4,PC,Aug20_Sep15,Neutral,Wet,None,TotalInhibit,Neutral,Stability,PC,None,Moderate,Neutral,Increasing,Weak,None,None,Average,PC,E,Wet,None,MoreThanAve,NIL,Neutral,MoreUnstable,LittleChange,PC,Average,Westerly,SigNegative,ACEFK,SWQuad,CDEJ,LowSHighN,ModerateOrLe,OtherRapid,None,MoistMDryL,CloseToDryAd,E,LV,CThruK,None,Wet,NIL,MoreThanAve,NIL,LittleChange,NIL
Unfavorable,Down,WeakPos,Down,DCVZFavor,Weak,N1GtLIGt_4,Clear,Jul16_Aug10,Down,Dry,None,Stifling,Wet,Stability,Cloudy,None,None,Down,Increasing,Strong,Weak,None,LessUnstable,Cloudy,D,VeryWet,None,Average,NIL,Down,LessUnstable,LittleChange,PC,Average,LVorOther,NegToPos,D,SWQuad,CDEJ,LowMtsHighPl,CloseToDryAd,MarkedUpper,,MoistMDryL,CloseToDryAd,D,WidespdDnsl,CThruK,Other,Wet,NIL,Average,NIL,LittleChange,NIL
Strong,Neutral,Negative,Down,Other,Strong,N1GtLIGt_4,PC,Aug20_Sep15,Down,Wet,None,PartInhibit,Dry,Neutral,Clear,PartInhibit,Strong,Neutral,Decreasing,Strong,None,Some,Average,Clear,B,Dry,None,Average,SIG,Neutral,Average,IncCapDecIns,PC,Dry,LVorOther,SigPositive,B,LV,ABI,LowEvrywhere,Steep,StrongFront,DenvCyclone,MoistMDryL,Steep,B,DenvCyclone,AB,Moving,Neutral,NIL,Average,SIG,Increasing,SIG
Moderate,Neutral,Neutral,StrongUp,Other,None,N5GtLIGt_8,PC,Aug20_Sep15,Down,Wet,None,PartInhibit,Neutral,Instability,PC,PartInhibit,,Neutral,Decreasing,Weak,None,None,MoreUnstable,PC,I,Neutral,None,Average,NIL,Neutral,Average,LittleChange,Cloudy,Average,,PosToNeg,HI,SWQuad,ABI,LowSHighN,Steep,NoMajor,MovingFtorOt,DryMMoistL,Steep,I,DenvCyclone,CThruK,QStationary,Dry,NIL,Average,NIL,LittleChange,NIL
Moderate,Neutral,WeakPos,StrongUp,StrongWest,None,LIGt0,PC,Jul16_Aug10,Neutral,Wet,Weak,None,Neutral,Stability,Clear,None,Strong,StrongUp,Decreasing,None,Weak,None,LessUnstable,Clear,A,Wet,Strong,LessThanAve,SIG,StrongUp,LessUnstable,DecCapIncIns,Clear,VeryMoist,Westerly,SigNegative,ACEFK,SWQuad,ABI,HighEvrywher,Steep,MarkedUpper,MovingFtorOt,DryMMoistL,CloseToDryAd,A,DenvCyclone,AB,,VeryWet,SVR,LessThanAve,SIG,Decreasing,SVR
Strong,StronUp,Neutral,Neutral,DCVZFavor,None,N1GtLIGt_4,PC,Aug20_Sep15,Neutral,Dry,None,PartInhibit,Dry,Instability,Clear,None,Moderate,Neutral,Decreasing,Strong,Weak,None,Average,Clear,C,Dry,None,LessThanAve,SVR,Neutral,LessUnstable,IncCapDecIns,Clear,Dry,Westerly,SigNegative,ACEFK,SWQuad,CDEJ,LowEvrywhere,ModerateOrLe,OtherRapid,E_W_N,Other,ModerateOrLe,C,LongAnticyc,CThruK,None,Dry,NIL,LessThanAve,SVR,Increasing,SVR
Moderate,Neutral,Neutral,Down,DCVZFavor,Weak,N1GtLIGt_4,,May15_Jun14,Neutral,Neutral,Weak,None,VeryWet,Neutral,Clear,Stifling,Slight,Neutral,Decreasing,Strong,Strong,Some,LessUnstable,Clear,G,VeryWet,Strong,LessThanAve,SVR,Neutral,LessUnstable,LittleChange,Clear,Dry,LVorOther,LittleChange,GJ,LV,G,LowEvrywhere,CloseToDryAd,MarkedUpper,DryLine,MoistMDryL,CloseToDryAd,G,WidespdDnsl,CThruK,None,Wet,SVR,LessThanAve,SVR,LittleChange,SVR
Strong,Neutral,StrongPos,StrongUp,DCVZFavor,Strong,N1GtLIGt_4,PC,Jun15_Jul1,Down,Wet,Weak,TotalInhibit,VeryWet,Neutral,Clear,Stifling,None,Neutral,Increasing,Weak,Weak,Marked,Average,PC,K,VeryWet,Strong,MoreThanAve,NIL,Neutral,Average,IncCapDecIns,Cloudy,Dry,Westerly,NegToPos,ACEFK,NWQuad,K,LowAtStation,ModerateOrLe,OtherRapid,MovingFtorOt,DryMMoistL,ModerateOrLe,K,SEQuad,CThruK,Other,VeryWet,NIL,MoreThanAve,NIL,Increasing,NIL
Moderate,Neutral,Negative,Neutral,Westerly,None,N1GtLIGt_4,PC,Aug20_Sep15,Neutral,Neutral,Strong,PartInhibit,VeryWet,Stability,Cloudy,None,Strong,Neutral,LittleChange,Weak,None,Marked,Average,PC,B,Dry,Strong,MoreThanAve,SIG,Neutral,Average,DecCapIncIns,PC,VeryMoist,Westerly,LittleChange,B,AllElse,ABI,LowMtsHighPl,ModerateOrLe,NoMajor,MovingFtorOt,DryMMoistL,ModerateOrLe,B,DenvCyclone,AB,Other,Dry,SIG,MoreThanAve,SIG,Decreasing,SIG
Moderate,Neutral,Negative,WeakUp,Westerly,Weak,N1GtLIGt_4,PC,Jun15_Jul1,StrongUp,Neutral,None,Stifling,Wet,Stability,PC,PartInhibit,None,Neutral,Decreasing,Weak,None,Marked,LessUnstable,Cloudy,J,Neutral,None,Average,SIG,Neutral,LessUnstable,IncCapDecIns,Cloudy,Average,LVorOther,LittleChange,GJ,LV,,LowEvrywhere,Steep,NoMajor,None,MoistMDryL,CloseToDryAd,J,SEQuad,CThruK,Other,Neutral,NIL,Average,SIG,Increasing,SIG
Unfavorable,Neutral,WeakPos,Down,DCVZFavor,None,LILt_8,Clear,Aug20_Sep15,Neutral,Neutral,Weak,None,Neutral,Stability,PC,TotalInhibit,None,Down,Increasing,Strong,Weak,None,MoreUnstable,Cloudy,C,Wet,Strong,LessThanAve,NIL,Down,MoreUnstable,DecCapIncIns,PC,Dry,Westerly,LittleChange,ACEFK,SWQuad,CDEJ,LowEvrywhere,Steep,NoMajor,E_W_N,MoistMDryL,Steep,C,LongAnticyc,CThruK,Other,Wet,SIG,LessThanAve,NIL,Decreasing,SIG
Weak,Neutral,WeakPos,WeakUp,DCVZFavor,None,N1GtLIGt_4,Clear,Jul16_Aug10,WeakUp,VeryWet,None,PartInhibit,VeryWet,Stability,Clear,None,Slight,Neutral,Increasing,Weak,Weak,Some,MoreUnstable,Clear,,VeryWet,None,Average,NIL,Neutral,MoreUnstable,LittleChange,Clear,Dry,Westerly,SigNegative,D,SWQuad,CDEJ,HighEvrywher,ModerateOrLe,StrongFront,DryLine,DryMMoistL,Steep,D,LongAnticyc,CThruK,Other,VeryWet,NIL,Average,NIL,LittleChange,NIL
Moderate,Neutral,StrongPos,Neutral,DCVZFavor,Weak,N1GtLIGt_4,PC,Aug11_Aug20,Neutral,Dry,None,PartInhibit,VeryWet,Stability,PC,Stifling,Slight,Neutral,Increasing,Weak,Weak,None,MoreUnstable,PC,E,Wet,None,Average,SVR,Neutral,MoreUnstable,LittleChange,PC,Average,Westerly,LittleChange,ACEFK,SWQuad,CDEJ,LowNHighS,ModerateOrLe,NoMajor,E_W_N,DryMMoistL,Steep,E,LV,CThruK,None,Wet,NIL,Average,SVR,LittleChange,SVR
Moderate,StronUp,Neutral,StrongUp,DCVZFavor,Weak,N1GtLIGt_4,Clear,Aug20_Sep15,Neutral,Wet,None,PartInhibit,Neutral,Stability,Cloudy,PartInhibit,Strong,StrongUp,Decreasing,Strong,Weak,None,LessUnstable,Cloudy,D,Wet,None,Average,SIG,StrongUp,LessUnstable,DecCapIncIns,Cloudy,Average,Westerly,NegToPos,D,AllElse,CDEJ,LowEvrywhere,Steep,StrongFront,DryLine,DryMMoistL,Steep,D,WidespdDnsl,CThruK,Other,VeryWet,NIL,Average,SIG,Decreasing,SIG
Weak,WeakUp,WeakPos,StrongUp,DCVZFavor,Weak,N1GtLIGt_4,Cloudy,Jul16_Aug10,Neutral,Wet,Strong,PartInhibit,Dry,Instability,Clear,PartInhibit,None,WeakUp,Increasing,Strong,Weak,Marked,Average,Cloudy,K,Neutral,Strong,MoreThanAve,NIL,WeakUp,MoreUnstable,LittleChange,Cloudy,Average,LVorOther,SigNegative,ACEFK,AllElse,K,LowAtStation,ModerateOrLe,StrongFront,MovingFtorOt,Other,CloseToDryAd,K,WidespdDnsl,CThruK,QStationary,Neutral,SIG,MoreThanAve,NIL,LittleChange,SIG
Strong,WeakUp,Negative,Down,DCVZFavor,None,N1GtLIGt_4,PC,May15_Jun14,StrongUp,Neutral,Strong,PartInhibit,Wet,Instability,Clear,PartInhibit,Strong,WeakUp,Decreasing,Strong,Weak,Some,MoreUnstable,PC,E,Neutral,Strong,Average,SIG,WeakUp,Average,IncCapDecIns,PC,Dry,LVorOther,LittleChange,ACEFK,AllElse,CDEJ,LowSHighN,Steep,NoMajor,MovingFtorOt,MoistMDryL,ModerateOrLe,E,LV,CThruK,None,Dry,SIG,Average,SIG,Increasing,SIG
Strong,Neutral,Neutral,Down,StrongWest,Weak,N5GtLIGt_8,Clear,Jul16_Aug10,WeakUp,Wet,None,PartInhibit,Dry,Neutral,PC,None,Strong,Neutral,LittleChange,Strong,Weak,None,MoreUnstable,Cloudy,E,Dry,None,Average,SIG,Neutral,Average,IncCapDecIns,Cloudy,Average,Westerly,SigPositive,ACEFK,SWQuad,CDEJ,LowSHighN,Steep,NoMajor,None,MoistMDryL,Steep,E,WidespdDnsl,CThruK,None,Dry,NIL,Average,SIG,Increasing,SIG
Weak,Neutral,Negative,WeakUp,DCVZFavor,None,N1GtLIGt_4,Clear,Jul2_Jul15,Down,Dry,Strong,Stifling,Wet,Stability,PC,Stifling,Slight,Neutral,LittleChange,Strong,Weak,Marked,LessUnstable,Clear,J,Wet,Strong,MoreThanAve,NIL,Neutral,LessUnstable,LittleChange,PC,Dry,LVorOther,LittleChange,GJ,LV,CDEJ,LowSHighN,Stable,NoMajor,None,MoistMDryL,ModerateOrLe,J,LV,CThruK,None,Wet,SIG,MoreThanAve,NIL,LittleChange,SIG
Moderate,Neutral,Neutral,StrongUp,Westerly,Weak,N1GtLIGt_4,Clear,Aug20_Sep15,Neutral,Neutral,Weak,TotalInhibit,Wet,Stability,Clear,None,Moderate,WeakUp,,Weak,None,Marked,Average,Clear,J,Wet,Strong,MoreThanAve,SVR,WeakUp,Average,DecCapIncIns,Clear,Average,LVorOther,LittleChange,GJ,LV,CDEJ,LowAtStation,ModerateOrLe,NoMajor,Other,Other,ModerateOrLe,J,SEQuad,CThruK,None,Wet,NIL,MoreThanAve,SVR,Decreasing,SVR
Moderate,StronUp,Negative,StrongUp,,None,N1GtLIGt_4,PC,Aug20_Sep15,Neutral,Neutral,Strong,None,Dry,Instability,Clear,PartInhibit,Moderate,StrongUp,Decreasing,Weak,None,Some,Average,Clear,H,Dry,Strong,LessThanAve,SIG,StrongUp,Average,LittleChange,Clear,Average,LVorOther,NegToPos,HI,NWQuad,H,HighEvrywher,ModerateOrLe,MarkedUpper,MovingFtorOt,Other,ModerateOrLe,H,E_NE,CThruK,None,Neutral,SIG,LessThanAve,SIG,LittleChange,SIG
Moderate,Neutral,Neutral,Down,StrongWest,Strong,N1GtLIGt_4,PC,May15_Jun14,Neutral,Dry,Strong,PartInhibit,VeryWet,Stability,PC,PartInhibit,Strong,Neutral,LittleChange,Strong,None,None,LessUnstable,PC,B,Neutral,Strong,MoreThanAve,SIG,Neutral,LessUnstable,IncCapDecIns,PC,VeryMoist,LVorOther,LittleChange,B,AllElse,ABI,LowNHighS,ModerateOrLe,MarkedUpper,DenvCyclone,Other,Steep,B,DenvCyclone,AB,Other,Neutral,SIG,MoreThanAve,SIG,Increasing,SIG
Strong,Neutral,Negative,Neutral,DCVZFavor,None,LIGt0,Cloudy,Jul2_Jul15,Neutral,Neutral,None,TotalInhibit,Dry,Neutral,PC,None,Strong,Neutral,LittleChange,None,Weak,None,LessUnstable,Cloudy,J,Dry,None,MoreThanAve,SIG,Neutral,LessUnstable,IncCapDecIns,Cloudy,Average,LVorOther,LittleChange,GJ,LV,CDEJ,LowMtsHighPl,Steep,NoMajor,DryLine,DryMMoistL,Steep,J,LV,CThruK,Moving,Dry,NIL,MoreThanAve,SIG,Increasing,SIG
Weak,Neutral,Neutral,WeakUp,Westerly,Strong,N5GtLIGt_8,Clear,Aug20_Sep15,WeakUp,VeryWet,Weak,None,Neutral,Neutral,PC,PartInhibit,None,WeakUp,LittleChange,Strong,None,Marked,Average,Clear,A,Neutral,Strong,LessThanAve,NIL,WeakUp,Average,DecCapIncIns,PC,Average,Westerly,SigNegative,ACEFK,SWQuad,ABI,LowEvrywhere,Steep,StrongFront,E_W_N,Other,Steep,A,DenvCyclone,AB,None,Neutral,SIG,LessThanAve,NIL,Decreasing,SIG
Weak,Neutral,Neutral,StrongUp,DCVZFavor,None,LIGt0,PC,Jul16_Aug10,WeakUp,Neutral,Strong,PartInhibit,Wet,Stability,Clear,PartInhibit,None,WeakUp,Decreasing,Strong,Weak,None,LessUnstable,PC,I,Neutral,Strong,MoreThanAve,NIL,WeakUp,LessUnstable,IncCapDecIns,PC,Average,LVorOther,SigPositive,HI,SWQuad,ABI,LowSHighN,Steep,NoMajor,MovingFtorOt,DryMMoistL,ModerateOrLe,I,LV,CThruK,Moving,Wet,SIG,MoreThanAve,NIL,Increasing,SIG
Weak,Down,Negative,StrongUp,Other,Weak,N5GtLIGt_8,PC,Jul16_Aug10,Neutral,Neutral,Weak,Stifling,Wet,Stability,PC,None,Slight,Neutral,LittleChange,Weak,None,Some,Average,PC,C,Wet,Strong,Average,NIL,Neutral,Average,LittleChange,Cloudy,Average,Westerly,SigPositive,ACEFK,NWQuad,CDEJ,Other,CloseToDryAd,MarkedUpper,E_W_N,MoistMDryL,Steep,C,LongAnticyc,CThruK,Moving,Wet,SIG,Average,NIL,LittleChange,SIG
Weak,Neutral,Negative,Down,Westerly,Weak,N1GtLIGt_4,Cloudy,Jul2_Jul15,Neutral,Neutral,Strong,PartInhibit,VeryWet,Stability,Clear,None,Moderate,Down,Decreasing,None,None,None,Average,Clear,B,Wet,Strong,LessThanAve,SIG,Down,Average,LittleChange,Clear,Dry,LVorOther,LittleChange,B,LV,ABI,LowSHighN,Steep,MarkedUpper,DenvCyclone,DryMMoistL,Steep,B,E_NE,AB,None,Neutral,SVR,LessThanAve,SIG,LittleChange,SVR
Moderate,StronUp,Negative,Neutral,DCVZFavor,Weak,N1GtLIGt_4,PC,Jun15_Jul1,WeakUp,Neutral,Weak,None,Wet,Stability,Clear,PartInhibit,None,StrongUp,Decreasing,Strong,Weak,Some,Average,PC,J,Neutral,Strong,LessThanAve,NIL,StrongUp,LessUnstable,LittleChange,Cloudy,Dry,LVorOther,LittleChange,GJ,LV,CDEJ,LowMtsHighPl,Stable,NoMajor,DryLine,DryMMoistL,Steep,J,DenvCyclone,CThruK,None,Wet,SVR,LessThanAve,NIL,LittleChange,SVR
Moderate,Down,Neutral,Neutral,Westerly,Weak,N1GtLIGt_4,Clear,Aug20_Sep15,Neutral,Neutral,Weak,PartInhibit,Neutral,Neutral,Clear,PartInhibit,Slight,Neutral,Decreasing,Weak,None,Marked,LessUnstable,Clear,F,Neutral,Strong,LessThanAve,NIL,Neutral,LessUnstable,DecCapIncIns,Clear,VeryMoist,LVorOther,NegToPos,ACEFK,AllElse,F,HighEvrywher,ModerateOrLe,NoMajor,Other,Other,Steep,F,DenvCyclone,CThruK,Moving,Neutral,SVR,LessThanAve,NIL,Decreasing,SVR
Unfavorable,Neutral,Negative,StrongUp,DCVZFavor,None,N5GtLIGt_8,Clear,May15_Jun14,WeakUp,Neutral,Weak,PartInhibit,Neutral,Neutral,Clear,None,None,StrongUp,Decreasing,Weak,Weak,None,MoreUnstable,Clear,K,Dry,Strong,Average,NIL,StrongUp,Average,LittleChange,PC,Average,Westerly,SigNegative,ACEFK,AllElse,K,LowSHighN,Steep,StrongFront,MovingFtorOt,DryMMoistL,CloseToDryAd,K,LV,CThruK,Other,Neutral,SVR,Average,NIL,LittleChange,SVR
Moderate,Neutral,WeakPos,Down,DCVZFavor,None,N1GtLIGt_4,Cloudy,Aug20_Sep15,Neutral,Neutral,None,PartInhibit,Dry,Instability,Clear,Stifling,Slight,Neutral,Increasing,Strong,Weak,None,Average,Clear,I,Neutral,None,Average,NIL,Neutral,Average,IncCapDecIns,Clear,Average,Westerly,NegToPos,HI,AllElse,ABI,LowSHighN,Stable,StrongFront,E_W_S,Other,CloseToDryAd,I,LV,CThruK,QStationary,Neutral,NIL,Average,NIL,Increasing,NIL
Moderate,Down,WeakPos,StrongUp,StrongWest,Weak,N1GtLIGt_4,PC,Jul16_Aug10,Down,VeryWet,Strong,Stifling,Neutral,Stability,Clear,PartInhibit,Slight,Down,Decreasing,Weak,Strong,None,Average,Clear,H,Wet,Strong,Average,NIL,Down,Average,IncCapDecIns,Clear,Average,Westerly,NegToPos,HI,SWQuad,H,LowMtsHighPl,Stable,MarkedUpper,E_W_S,Other,ModerateOrLe,H,DenvCyclone,CThruK,None,Wet,SVR,Average,NIL,Increasing,SVR
Moderate,Neutral,Neutral,StrongUp,Other,None,N1GtLIGt_4,PC,Jul16_Aug10,Neutral,Neutral,Weak,PartInhibit,Neutral,Neutral,PC,None,Strong,WeakUp,LittleChange,Weak,None,Some,LessUnstable,PC,J,Neutral,Strong,Average,SIG,WeakUp,Average,DecCapIncIns,PC,Average,LVorOther,LittleChange,GJ,LV,CDEJ,LowSHighN,Steep,NoMajor,DryLine,Other,ModerateOrLe,J,SEQuad,CThruK,Other,Wet,NIL,Average,SIG,Decreasing,SIG
Weak,StronUp,WeakPos,Neutral,DCVZFavor,None,N1GtLIGt_4,PC,Jul16_Aug10,WeakUp,Dry,None,PartInhibit,Dry,Instability,PC,Stifling,Slight,WeakUp,Increasing,Strong,,None,MoreUnstable,PC,C,VeryWet,None,Average,SVR,WeakUp,MoreUnstable,IncCapDecIns,PC,Average,Westerly,LittleChange,ACEFK,NWQuad,CDEJ,LowEvrywhere,Steep,StrongFront,E_W_N,MoistMDryL,CloseToDryAd,C,WidespdDnsl,CThruK,None,Wet,NIL,Average,SVR,Increasing,SVR
Weak,WeakUp,Neutral,Down,Westerly,None,N1GtLIGt_4,Clear,Jul16_Aug10,Neutral,Dry,Weak,PartInhibit,Neutral,Instability,PC,Stifling,Slight,WeakUp,Decreasing,None,None,Marked,MoreUnstable,PC,E,Dry,Strong,LessThanAve,NIL,WeakUp,LessUnstable,LittleChange,PC,VeryMoist,Westerly,LittleChange,ACEFK,AllElse,CDEJ,LowAtStation,Steep,NoMajor,None,DryMMoistL,ModerateOrLe,E,LV,CThruK,None,Dry,NIL,LessThanAve,NIL,LittleChange,NIL
Moderate,Neutral,Negative,Neutral,Other,Strong,N1GtLIGt_4,Clear,Jun15_Jul1,Neutral,Wet,Strong,None,Neutral,Instability,PC,PartInhibit,Slight,Neutral,Increasing,Strong,None,None,Average,Clear,G,Neutral,Strong,LessThanAve,SVR,Neutral,Average,IncCapDecIns,Clear,Dry,LVorOther,PosToNeg,GJ,AllElse,G,LowEvrywhere,CloseToDryAd,NoMajor,Other,Other,CloseToDryAd,G,WidespdDnsl,CThruK,None,Neutral,SIG,MoreThanAve,SVR,Increasing,SVR
Moderate,Down,Neutral,WeakUp,Other,,N1GtLIGt_4,Clear,Aug20_Sep15,StrongUp,VeryWet,None,Stifling,Dry,Stability,Clear,PartInhibit,None,Neutral,LittleChange,None,None,Some,LessUnstable,Clear,K,Wet,None,Average,NIL,Neutral,LessUnstable,LittleChange,Clear,Dry,Westerly,LittleChange,ACEFK,AllElse,K,LowAtStation,ModerateOrLe,NoMajor,None,Other,Steep,K,LongAnticyc,CThruK,None,VeryWet,NIL,Average,NIL,LittleChange,
Moderate,WeakUp,Neutral,Down,DCVZFavor,Weak,LIGt0,Clear,May15_Jun14,Neutral,Neutral,None,PartInhibit,Neutral,Stability,PC,None,Moderate,Neutral,Decreasing,Strong,Weak,None,LessUnstable,Clear,C,Neutral,Weak,MoreThanAve,SVR,Neutral,LessUnstable,IncCapDecIns,Clear,Dry,Westerly,SigPositive,ACEFK,AllElse,CDEJ,LowEvrywhere,CloseToDryAd,MarkedUpper,E_W_N,Other,ModerateOrLe,C,LongAnticyc,CThruK,Other,Dry,NIL,MoreThanAve,SVR,Increasing,SVR
Moderate,Neutral,Neutral,Down,DCVZFavor,None,N5GtLIGt_8,PC,Aug20_Sep15,Neutral,Wet,Strong,PartInhibit,Neutral,Stability,Clear,None,Strong,Neutral,Decreasing,Strong,Weak,Some,Average,PC,B,Wet,Strong,MoreThanAve,SIG,Neutral,Average,IncCapDecIns,PC,Average,LVorOther,LittleChange,B,AllElse,ABI,LowNHighS,CloseToDryAd,NoMajor,DenvCyclone,Other,CloseToDryAd,B,DenvCyclone,AB,None,Wet,SIG,MoreThanAve,SIG,Increasing,SIG
Moderate,Neutral,Neutral,WeakUp,DCVZFavor,Strong,LILt_8,PC,Aug11_Aug20,Neutral,Dry,None,TotalInhibit,VeryWet,Neutral,PC,Stifling,None,Neutral,LittleChange,Strong,Weak,Some,MoreUnstable,Clear,E,VeryWet,None,MoreThanAve,NIL,Neutral,MoreUnstable,IncCapDecIns,Clear,Dry,Westerly,LittleChange,ACEFK,SWQuad,CDEJ,LowAtStation,ModerateOrLe,NoMajor,DryLine,Other,ModerateOrLe,E,WidespdDnsl,CThruK,None,VeryWet,NIL,MoreThanAve,NIL,Increasing,NIL
Unfavorable,Neutral,WeakPos,Neutral,StrongWest,None,N5GtLIGt_8,PC,Jun15_Jul1,WeakUp,Neutral,None,PartInhibit,VeryWet,Instability,PC,TotalInhibit,None,Neutral,Increasing,Strong,Weak,,MoreUnstable,PC,I,VeryWet,None,LessThanAve,NIL,Neutral,MoreUnstable,IncCapDecIns,PC,Dry,LVorOther,LittleChange,HI,LV,ABI,LowSHighN,Steep,StrongFront,MovingFtorOt,DryMMoistL,CloseToDryAd,I,DenvCyclone,CThruK,QStationary,VeryWet,NIL,LessThanAve,NIL,Increasing,NIL
Moderate,Neutral,Negative,StrongUp,StrongWest,Weak,N5GtLIGt_8,PC,Aug20_Sep15,StrongUp,VeryWet,,PartInhibit,Wet,Stability,PC,TotalInhibit,None,WeakUp,Decreasing,Strong,Strong,None,Average,PC,G,VeryWet,Strong,LessThanAve,NIL,WeakUp,LessUnstable,DecCapIncIns,Cloudy,Dry,Westerly,NegToPos,GJ,SWQuad,G,LowEvrywhere,CloseToDryAd,StrongFront,E_W_N,MoistMDryL,CloseToDryAd,G,LongAnticyc,CThruK,None,VeryWet,SIG,LessThanAve,NIL,Decreasing,SIG
Unfavorable,Neutral,Negative,Down,Other,Strong,N5GtLIGt_8,Clear,May15_Jun14,WeakUp,Neutral,Strong,,Neutral,Stability,PC,None,None,Neutral,Decreasing,Strong,None,None,Average,Clear,I,Wet,Strong,Average,NIL,Neutral,Average,LittleChange,Clear,Average,Westerly,NegToPos,HI,SWQuad,ABI,LowSHighN,ModerateOrLe,NoMajor,E_W_N,DryMMoistL,Steep,I,LongAnticyc,CThruK,QStationary,Wet,SVR,Average,NIL,LittleChange,SVR
